Id,Name,Nickname,Prefix,CQZone,ITUZone,Continent,Province,Timezone,ValidFrom,ValidUntil,Countries_Code
696,Khabarovsky Kray,UA0C,"[A-Z][0-9]C|[A-Z][A-Z][0-9][GC]",19,0,AS,HK,Asia/Vladivostok,1900-01-01,2035-12-31,15
697,Krasnoyarsky Kray,UA0A,"[A-Z][0-9][ABH]|[A-Z][A-Z][0-9][ABH]",18,0,AS,KK,Asia/Krasnoyarsk,1900-01-01,2035-12-31,15
698,Magadanskaya oblast,UA0I,"[A-Z][0-9]I|[A-Z][A-Z][0-9]I",19,0,AS,MG,Asia/Magadan,1900-01-01,2035-12-31,15
699,Primorsky Kray,UA0L,"[A-Z][0-9]L|[A-Z][A-Z][0-9]L",19,34,AS,PK,Asia/Vladivostok,1900-01-01,2035-12-31,15
700,Rep. of Buryatia,UA0O,"[A-Z][0-9]O|[A-Z][A-Z][0-9]O",18,0,AS,BU,Asia/Irkutsk,1900-01-01,2035-12-31,15
701,Rep. of Khakassia,UA0W,"[A-Z][0-9]W|[A-Z][A-Z][0-9]W",18,0,AS,HA,Asia/Krasnoyarsk,1900-01-01,2035-12-31,15
702,Rep. of Saha,UA0Q,"[A-Z][0-9]Q|[A-Z][A-Z][0-9]Q",19,0,AS,YA,,1900-01-01,2035-12-31,15
703,Rep. of Tuva,UA0Y,"[A-Z][0-9]Y|[A-Z][A-Z][0-9]Y",23,32,AS,TU,Asia/Krasnoyarsk,1900-01-01,2035-12-31,15
704,Sakhalinskaya oblast,UA0F,"[A-Z][0-9]F|[A-Z][A-Z][0-9]F",19,34,AS,SL,Asia/Sakhalin,1900-01-01,2035-12-31,15
705,Yevreyskaya A.Obl.,UA0D,"[A-Z][0-9]D|[A-Z][A-Z][0-9]D",19,34,AS,SL,Asia/Sakhalin,1900-01-01,2035-12-31,15
706,Zabajkalskiy Kray,UA0U,"[A-Z][0-9][UV]|[A-Z][A-Z][0-9][UV]",18,33,AS,ZK,Asia/Yakutsk,1900-01-01,2035-12-31,15
707,Altaisky Kray,UA9Y,"[A-Z][0-9]Y|[A-Z][A-Z][0-9]Y",18,31,AS,AL,Asia/Novosibirsk,1900-01-01,2035-12-31,15
708,Altay Rep.,UA9Z,"[A-Z][0-9]Z|[A-Z][A-Z][0-9]Z",18,31,AS,GA,Asia/Novosibirsk,1900-01-01,2035-12-31,15
709,Bashkortostan,UA9W,"[A-Z][0-9]W|[A-Z][A-Z][0-9]W",16,30,AS,BA,Asia/Yekaterinburg,1900-01-01,2035-12-31,15
710,Chelyabinskaya oblast,UA9A,"[A-Z][0-9][AB]|[A-Z][A-Z][0-9][AB]",17,30,AS,CB,Asia/Yekaterinburg,1900-01-01,2035-12-31,15
711,Kemerovskaya oblast,UA9U,"[A-Z][0-9][UV]|[A-Z][A-Z][0-9][UV]",18,31,AS,KE,Asia/Krasnoyarsk,1900-01-01,2035-12-31,15
712,Khanty-Mansyisky A.O.,UA9J,"[A-Z][0-9]J|[A-Z][A-Z][0-9]J",17,0,AS,HM,Asia/Yekaterinburg,1900-01-01,2035-12-31,15
713,Kurganskaya oblast,UA9Q,"[A-Z][0-9][QR]|[A-Z][A-Z][0-9][QR]",17,30,AS,KN,Asia/Yekaterinburg,1900-01-01,2035-12-31,15
714,Novosibirskaya oblast,UA9O,"[A-Z][0-9][OP]|[A-Z][A-Z][0-9][OP]",18,31,AS,NS,Asia/Novosibirsk,1900-01-01,2035-12-31,15
715,Omskaya oblast,UA9M,"[A-Z][0-9][MN]|[A-Z][A-Z][0-9][MN]",17,0,AS,OM,Asia/Omsk,1900-01-01,2035-12-31,15
716,Orenburgskaya oblast,UA9S,"[A-Z][0-9][ST]|[A-Z][A-Z][0-9][ST]",16,30,AS,OB,Asia/Yekaterinburg,1900-01-01,2035-12-31,15
717,Sverdlovskaya oblast,UA9C,"[A-Z][0-9][CD]|[A-Z][A-Z][0-9][CD]",17,0,AS,SV,Asia/Yekaterinburg,1900-01-01,2035-12-31,15
718,Tomskaya oblast,UA9H,"[A-Z][0-9][HI]|[A-Z][A-Z][0-9][HI]",18,31,AS,TO,Asia/Omsk,1900-01-01,2035-12-31,15
719,Tyumenskaya oblast,UA9L,"[A-Z][0-9]L|[A-Z][A-Z][0-9]L",17,30,AS,TN,Asia/Yekaterinburg,1900-01-01,2035-12-31,15
720,Yamalo-Nenetsky A.O.,UA9K,"[A-Z][0-9]K|[A-Z][A-Z][0-9]K",17,0,AS,YN,Asia/Yekaterinburg,1900-01-01,2035-12-31,15
721,Belgorodskaya oblast,UA3Z,"[A-Z][0-9]Z|[A-Z][A-Z][0-9]Z",16,0,EU,BO,Europe/Moscow,1900-01-01,2035-12-31,54
722,Bryanskaya oblast,UA3Y,"[A-Z][0-9]Y|[A-Z][A-Z][0-9]Y",16,0,EU,BR,Europe/Moscow,1900-01-01,2035-12-31,54
723,Ivanovskaya oblast,UA3U,"[A-Z][0-9]U|[A-Z][A-Z][0-9]U",16,0,EU,IV,Europe/Moscow,1900-01-01,2035-12-31,54
724,Kaluzhskaya oblast,UA3X,"[A-Z][0-9]X|[A-Z][A-Z][0-9]X",16,0,EU,KG,Europe/Moscow,1900-01-01,2035-12-31,54
725,Kostromskaya oblast,UA3N,"[A-Z][0-9]N|[A-Z][A-Z][0-9]N",16,0,EU,KS,Europe/Moscow,1900-01-01,2035-12-31,54
726,Kurskaya oblast,UA3W,"[A-Z][0-9]W|[A-Z][A-Z][0-9]W",16,0,EU,KU,Europe/Moscow,1900-01-01,2035-12-31,54
727,Lipetskaya oblast,UA3G,"[A-Z][0-9]G|[A-Z][A-Z][0-9]G",16,0,EU,LP,Europe/Moscow,1900-01-01,2035-12-31,54
728,Moscovskaya oblast,UA3D,"[A-Z][0-9][DFH]|[A-Z][A-Z][0-9][DFH]",16,0,EU,MO,Europe/Moscow,1900-01-01,2035-12-31,54
729,Nizhegorodskaya oblast,UA3T,"[A-Z][0-9]T|[A-Z][A-Z][0-9]T",16,0,EU,NN,Europe/Moscow,1900-01-01,2035-12-31,54
730,Orlovskaya oblast,UA3E,"[A-Z][0-9]E|[A-Z][A-Z][0-9]E",16,0,EU,OR,Europe/Moscow,1900-01-01,2035-12-31,54
731,Ryazanskaya oblast,UA3S,"[A-Z][0-9]S|[A-Z][A-Z][0-9]S",16,0,EU,RA,Europe/Moscow,1900-01-01,2035-12-31,54
732,Smolenskaya oblast,UA3L,"[A-Z][0-9]L|[A-Z][A-Z][0-9]L",16,0,EU,SM,Europe/Moscow,1900-01-01,2035-12-31,54
733,Tambovskaya oblast,UA3R,"[A-Z][0-9]R|[A-Z][A-Z][0-9]R",16,0,EU,TB,Europe/Moscow,1900-01-01,2035-12-31,54
734,Tulskaya oblast,UA3P,"[A-Z][0-9]P|[A-Z][A-Z][0-9]P",16,0,EU,TL,Europe/Moscow,1900-01-01,2035-12-31,54
735,Tverskaya oblast,UA3I,"[A-Z][0-9]I|[A-Z][A-Z][0-9]I",16,0,EU,TV,Europe/Moscow,1900-01-01,2035-12-31,54
736,Vladimirskaya oblast,UA3V,"[A-Z][0-9]V|[A-Z][A-Z][0-9]V",16,0,EU,VL,Europe/Moscow,1900-01-01,2035-12-31,54
737,Voronezhskaya oblast,UA3Q,"[A-Z][0-9][KOQ]|[A-Z][A-Z][0-9][KOQ]",16,0,EU,VR,Europe/Moscow,1900-01-01,2035-12-31,54
738,Yaroslavskaya oblast,UA3M,"[A-Z][0-9]M|[A-Z][A-Z][0-9]M",16,0,EU,JA,Europe/Moscow,1900-01-01,2035-12-31,54
739,Astrakhanskaya oblast,UA6U,"[A-Z][0-9]U|[A-Z][A-Z][0-9]U",16,0,EU,AO,Europe/Volgograd,1900-01-01,2035-12-31,54
740,Krasnodarsky Kray,UA6A,"[A-Z][0-9][A-D]|[A-Z][A-Z][0-9][A-D]",16,0,EU,KR,Europe/Moscow,1900-01-01,2035-12-31,54
741,Rep. Chechnya,UA6P,"[A-Z][0-9]P|[A-Z][A-Z][0-9]P",16,0,EU,CN,Europe/Moscow,1900-01-01,2035-12-31,54
742,Rep. of Adygeya,UA6Y,"[A-Z][0-9]Y,[A-Z][A-Z][0-9]Y",16,0,EU,AD,Europe/Moscow,1900-01-01,2035-12-31,54
743,Rep. of Daghestan,UA6W,"[A-Z][0-9]W|[A-Z][A-Z][0-9]W",16,0,EU,DA,Europe/Moscow,1900-01-01,2035-12-31,54
744,Rep. of Ingushetia,UA6Q,"[A-Z][0-9]Q|[A-Z][A-Z][0-9]Q",16,0,EU,IN,Europe/Moscow,1900-01-01,2035-12-31,54
745,Rep. of Kabardino-Balkaria,UA6X,"[A-Z][0-9]X|[A-Z][A-Z][0-9]X",16,0,EU,KB,Europe/Moscow,1900-01-01,2035-12-31,54
746,Rep. of Kalmykia,UA6I,"[A-Z][0-9]I|[A-Z][A-Z][0-9]I",16,0,EU,KM,Europe/Moscow,1900-01-01,2035-12-31,54
747,Rep. of Karachaevo-Cherkessia,UA6E,"[A-Z][0-9]E|[A-Z][A-Z][0-9]E",16,0,EU,KC,Europe/Moscow,1900-01-01,2035-12-31,54
748,Rep. of Northern Ossetia,UA6J,"[A-Z][0-9]J|[A-Z][A-Z][0-9]J",16,0,EU,SO,Europe/Moscow,1900-01-01,2035-12-31,54
749,Rostovskaya oblast,UA6L,"[A-Z][0-9][LMN]|[A-Z][A-Z][0-9][LMN]",16,0,EU,RO,Europe/Moscow,1900-01-01,2035-12-31,54
750,Stavropolsky Kray,UA6H,"[A-Z][0-9][FGH]|[A-Z][A-Z][0-9][FGH]",16,0,EU,ST,Europe/Moscow,1900-01-01,2035-12-31,54
751,Arkhangelskaya oblast,UA1O,"[A-Z][0-9]O|[A-Z][A-Z][0-9]O",16,19,EU,AR,Europe/Moscow,1900-01-01,2035-12-31,54
752,Leningradskaya oblast,UA1C,"[A-Z][0-9][CD]|[A-Z][A-Z][0-9][CD]",16,0,EU,LO,Europe/Moscow,1900-01-01,2035-12-31,54
753,Murmanskaya oblast,UA1Z,"[A-Z][0-9]Z|[A-Z][A-Z][0-9]Z",16,19,EU,MU,Europe/Moscow,1900-01-01,2035-12-31,54
754,Nenetsky A.O.,UA1P,"[A-Z][0-9]P|[A-Z][A-Z][0-9]P",16,0,EU,NO,Europe/Moscow,1900-01-01,2035-12-31,54
755,Novgorodskaya oblast,UA1T,"[A-Z][0-9]T|[A-Z][A-Z][0-9]T",16,29,EU,NV,Europe/Moscow,1900-01-01,2035-12-31,54
756,Pskovskaya oblast,UA1W,"[A-Z][0-9]W|[A-Z][A-Z][0-9]W",16,29,EU,PS,Europe/Moscow,1900-01-01,2035-12-31,54
757,Rep. of Karelia,UA1N,"[A-Z][0-9]N|[A-Z][A-Z][0-9]N",16,19,EU,KL,Europe/Moscow,1900-01-01,2035-12-31,54
758,Vologodskaya oblast,UA1Q,"[A-Z][0-9]Q|[A-Z][A-Z][0-9]Q",16,0,EU,VO,Europe/Moscow,1900-01-01,2035-12-31,54
759,Kirovskaya oblast,UA4N,"[A-Z][0-9]N|[A-Z][A-Z][0-9]N",16,0,EU,KI,Europe/Volgograd,1900-01-01,2035-12-31,54
760,Penzenskaya oblast,UA4F,"[A-Z][0-9]F|[A-Z][A-Z][0-9]F",16,29,EU,PE,Europe/Moscow,1900-01-01,2035-12-31,54
761,Rep. of Chuvashia,UA4Y,"[A-Z][0-9]Y|[A-Z][A-Z][0-9]Y",16,29,EU,CU,Europe/Moscow,1900-01-01,2035-12-31,54
762,Rep. of Marij-El,UA4S,"[A-Z][0-9]S|[A-Z][A-Z][0-9]S",16,29,EU,MR,Europe/Moscow,1900-01-01,2035-12-31,54
763,Rep. of Mordovia,UA4U,"[A-Z][0-9]U|[A-Z][A-Z][0-9]U",16,29,EU,MD,Europe/Moscow,1900-01-01,2035-12-31,54
764,Rep. of Tataria,UA4P,"[A-Z][0-9][PQR]|[A-Z][A-Z][0-9][PQR]",16,0,EU,TA,Europe/Moscow,1900-01-01,2035-12-31,54
765,Rep. of Udmurtia,UA4W,"[A-Z][0-9]W|[A-Z][A-Z][0-9]W",16,30,EU,UD,Europe/Samara,1900-01-01,2035-12-31,54
766,Samarskaya oblast,UA4H,"[A-Z][0-9][HI]|[A-Z][A-Z][0-9][HI]",16,0,EU,SR,Europe/Samara,1900-01-01,2035-12-31,54
767,Saratovskaya oblast,UA4C,"[A-Z][0-9][CD]|[A-Z][A-Z][0-9][CD]",16,29,EU,SA,Europe/Volgograd,1900-01-01,2035-12-31,54
768,Ulyanovskaya oblast,UA4L,"[A-Z][0-9][LM]|[A-Z][A-Z][0-9][LM]",16,29,EU,UL,Europe/Moscow,1900-01-01,2035-12-31,54
769,Volgogradskaya oblast,UA4A,"[A-Z][0-9][AB]|[A-Z][A-Z][0-9][AB]",16,29,EU,VG,Europe/Volgograd,1900-01-01,2035-12-31,54
770,Permskiy Kray,UA9F,"[A-Z][0-9][FG]|[A-Z][A-Z][0-9][FG]",17,0,EU,PM,Asia/Yekaterinburg,1900-01-01,2035-12-31,54
771,Rep. of Komi,UA9X,"[A-Z][0-9]X|[A-Z][A-Z][0-9]X",17,20,EU,KO,Europe/Moscow,1900-01-01,2035-12-31,54
772,Alabama,W4[AL],[A-Z]4|[A-Z][A-Z]4,4,8,NA,AL,,1900-01-01,2035-12-31,291
773,Florida,W4[FL],[A-Z]4|[A-Z][A-Z]4,5,8,NA,FL,,1900-01-01,2035-12-31,291
774,Georgia,W4[GA],[A-Z]4|[A-Z][A-Z]4,5,8,NA,GA,,1900-01-01,2035-12-31,291
775,Kentucky,W4[KY],[A-Z]4|[A-Z][A-Z]4,4,8,NA,KY,,1900-01-01,2035-12-31,291
776,North Carolina,W4[NC],[A-Z]4|[A-Z][A-Z]4,5,8,NA,NC,,1900-01-01,2035-12-31,291
777,South Carolina,W4[SC],[A-Z]4|[A-Z][A-Z]4,5,8,NA,SC,,1900-01-01,2035-12-31,291
778,Tennessee,W4[TN],[A-Z]4|[A-Z][A-Z]4,4,8,NA,TN,,1900-01-01,2035-12-31,291
779,Virginia,W4[VA],[A-Z]4|[A-Z][A-Z]4,5,8,NA,VA,,1900-01-01,2035-12-31,291
780,Arcansas,W5[AR],[A-Z]5|[A-Z][A-Z]5,4,7,NA,AR,,1900-01-01,2035-12-31,291
781,Louisiana,W5[LA],[A-Z]5|[A-Z][A-Z]5,4,7,NA,LA,,1900-01-01,2035-12-31,291
782,Mississippi,W5[MS],[A-Z]5|[A-Z][A-Z]5,4,8,NA,MS,,1900-01-01,2035-12-31,291
783,New Mexico,W5[NM],[A-Z]5|[A-Z][A-Z]5,4,7,NA,NM,,1900-01-01,2035-12-31,291
784,Oklahoma,W5[OK],[A-Z]5|[A-Z][A-Z]5,4,7,NA,OK,,1900-01-01,2035-12-31,291
785,Texas,W5[TX],[A-Z]5|[A-Z][A-Z]5,4,7,NA,TX,,1900-01-01,2035-12-31,291
786,Arizona,W7[AZ],[A-Z]7|[A-Z][A-Z]7,3,6,NA,AZ,,1900-01-01,2035-12-31,291
787,Idaho,W7[ID],[A-Z]7|[A-Z][A-Z]7,3,6,NA,ID,,1900-01-01,2035-12-31,291
788,Montana,W7[MT],[A-Z]7|[A-Z][A-Z]7,4,6,NA,MT,,1900-01-01,2035-12-31,291
789,Nevada,W7[NV],[A-Z]7|[A-Z][A-Z]7,3,6,NA,NV,,1900-01-01,2035-12-31,291
790,Oregon,W7[OR],[A-Z]7|[A-Z][A-Z]7,3,6,NA,OR,,1900-01-01,2035-12-31,291
791,Utah,W7[UT],[A-Z]7|[A-Z][A-Z]7,3,6,NA,UT,,1900-01-01,2035-12-31,291
792,Washington,W7[WA],[A-Z]7|[A-Z][A-Z]7,3,6,NA,WA,,1900-01-01,2035-12-31,291
793,Wyoming,W7[WY],[A-Z]7|[A-Z][A-Z]7,4,7,NA,WY,,1900-01-01,2035-12-31,291
794,California,W6[CA],[A-Z]7|[A-Z][A-Z]7,3,6,NA,CA,America/Los_Angeles,1900-01-01,2035-12-31,291
795,Colorado,W0[CO],[A-Z]0|[A-Z][A-Z]0,4,7,NA,CO,,1900-01-01,2035-12-31,291
796,Iowa,W0[IA],[A-Z]0|[A-Z][A-Z]0,4,7,NA,IA,,1900-01-01,2035-12-31,291
797,Kansas,W0[KS],[A-Z]0|[A-Z][A-Z]0,4,7,NA,KS,,1900-01-01,2035-12-31,291
798,Minnesota,W0[MN],[A-Z]0|[A-Z][A-Z]0,4,7,NA,MN,,1900-01-01,2035-12-31,291
799,Missouri,W0[MO],[A-Z]0|[A-Z][A-Z]0,4,7,NA,MO,,1900-01-01,2035-12-31,291
800,Nebraska,W0[NE],[A-Z]0|[A-Z][A-Z]0,4,7,NA,NB,,1900-01-01,2035-12-31,291
801,North Dakota,W0[ND],[A-Z]0|[A-Z][A-Z]0,4,7,NA,ND,,1900-01-01,2035-12-31,291
802,South Dakota,W0[SD],[A-Z]0|[A-Z][A-Z]0,4,7,NA,SD,,1900-01-01,2035-12-31,291
803,Connecticut,W1[CT],[A-Z]1|[A-Z][A-Z]1,5,8,NA,CT,,1900-01-01,2035-12-31,291
804,Maine,W1[ME],[A-Z]1|[A-Z][A-Z]1,5,8,NA,ME,,1900-01-01,2035-12-31,291
805,Massachusetts,W1[MA],[A-Z]1|[A-Z][A-Z]1,5,8,NA,MA,,1900-01-01,2035-12-31,291
806,New Hampshire,W1[NH],[A-Z]1|[A-Z][A-Z]1,5,8,NA,NH,,1900-01-01,2035-12-31,291
807,Rhode Island,W1[RI],[A-Z]1|[A-Z][A-Z]1,5,8,NA,RI,,1900-01-01,2035-12-31,291
808,Vermont,W1[VT],[A-Z]1|[A-Z][A-Z]1,5,8,NA,VT,,1900-01-01,2035-12-31,291
809,D.C.,W3[DC],[A-Z]3|[A-Z][A-Z]3,5,8,NA,DC,America/New_York,1900-01-01,2035-12-31,291
810,Delaware,W3[DE],[A-Z]3|[A-Z][A-Z]3,5,8,NA,DE,America/New_York,1900-01-01,2035-12-31,291
811,Maryland,W3[MD],[A-Z]3|[A-Z][A-Z]3,5,8,NA,MD,America/New_York,1900-01-01,2035-12-31,291
812,Pennsylvania,W3[PA],[A-Z]3|[A-Z][A-Z]3,5,8,NA,PA,America/New_York,1900-01-01,2035-12-31,291
813,Illinois,W9[IL],[A-Z]9|[A-Z][A-Z]9,4,8,NA,IL,,1900-01-01,2035-12-31,291
814,Indiana,W9[IN],[A-Z]9|[A-Z][A-Z]9,4,8,NA,IN,,1900-01-01,2035-12-31,291
815,Wisconsin,W9[WI],[A-Z]9|[A-Z][A-Z]9,4,8,NA,WI,,1900-01-01,2035-12-31,291
816,Michigan,W8[MI],[A-Z]8|[A-Z][A-Z]8,4,8,NA,MI,,1900-01-01,2035-12-31,291
817,Ohio,W8[OH],[A-Z]8|[A-Z][A-Z]8,4,8,NA,OH,,1900-01-01,2035-12-31,291
818,West Virginia,W8[WV],[A-Z]8|[A-Z][A-Z]8,5,8,NA,WV,,1900-01-01,2035-12-31,291
819,New Jersey,W2[NJ],[A-Z]2|[A-Z][A-Z]2,5,8,NA,NJ,America/New_York,1900-01-01,2035-12-31,291
820,New York,W2[NY],[A-Z]2|[A-Z][A-Z]2,5,8,NA,NY,America/New_York,1900-01-01,2035-12-31,291
821,Algiers,7X2,..2,33,37,AF,,Africa/Algiers,1900-01-01,2035-12-31,400
822,Constantine,7X5,..5,33,37,AF,,Africa/Algiers,1900-01-01,2035-12-31,400
823,Ghardaia,7X3,..3,33,37,AF,,Africa/Algiers,1900-01-01,2035-12-31,400
824,Oran,7X4,..4,33,37,AF,,Africa/Algiers,1900-01-01,2035-12-31,400
825,Baku city,4J4,..[4-9],21,29,AS,BK,Asia/Baku,1900-01-01,2035-12-31,18
826,Minsk City,EU1,..1,16,29,EU,HM,Europe/Minsk,1900-01-01,2035-12-31,27
827,Ciudad de la Habana,CO2,"C[LMO]2|CO9B[A-Z][A-Z]|T42",8,11,NA,,America/Havana,1900-01-01,2035-12-31,70
828,Kinshasa,9Q1,..1,36,52,AF,,Africa/Kinshasa,1900-01-01,2035-12-31,414
829,Alexandria;Al-Sarai,SU2,..2,34,38,AF,,Africa/Cairo,1900-01-01,2035-12-31,478
830,Cairo;Giza,SU1,..1,34,38,AF,,Africa/Cairo,1900-01-01,2035-12-31,478
831,Port Said,SU3,..3,34,38,AF,,Africa/Cairo,1900-01-01,2035-12-31,478
832,Tallinn,ES1,ES1,15,29,EU,,Europe/Tallinn,1900-01-01,2035-12-31,52
833,Budapest,HA5,..5,15,28,EU,,Europe/Budapest,1900-01-01,2035-12-31,239
834,Almaty city,UN[0-9]G,[A-Z][A-Z][0-9]G,17,31,AS,AL,Asia/Almaty,1900-01-01,2035-12-31,130
835,Astana city,UN[0-9]Z,[A-Z][A-Z][0-9]Z,17,0,AS,AA,,1900-01-01,2035-12-31,130
836,Bishkek city,EX[0-9]A,EX[0-9][A-G],17,0,AS,,Asia/Bishkek,1900-01-01,2035-12-31,135
837,Osh city,EX[0-9]O,EX[0-9]O,17,0,AS,,Asia/Bishkek,1900-01-01,2035-12-31,135
838,Ulaan Bataar City,JT1,..1,23,32,AS,,Asia/Ulaanbaatar,1900-01-01,2035-12-31,363
839,Asuncion city,ZP5,ZP5,11,14,SA,,America/Asuncion,1900-01-01,2035-12-31,132
840,Bucharest,YO3,..3,20,28,EU,,Europe/Bucharest,1900-01-01,2035-12-31,275
841,Bratislava city,OM1,OM1,15,28,EU,,Europe/Prague,1993-01-01,2035-12-31,504
842,Seoul city,HL1,..1,25,44,AS,,Asia/Seoul,1900-01-01,2035-12-31,137
843,Dushanbe City,EY8,EY8,17,30,AS,,Asia/Dushanbe,1900-01-01,2035-12-31,262
844,Ashgabad,EZ8,..8,17,30,AS,,Asia/Ashgabat,1900-01-01,2035-12-31,280
845,Tashkent City,UK[0-9]A,..[0-9]A,17,30,AS,,Asia/Tashkent,1900-01-01,2035-12-31,292
846,"Mekong Delta, Can Tho City, Vinh Long City, Phu Quoc Island",3W4,..4,26,49,AS,,Asia/Ho_Chi_Minh,1900-01-01,2035-12-31,293
847,"North Central Coast, Nghe An. Vinh City",3W6,..6,26,49,AS,,Asia/Ho_Chi_Minh,1900-01-01,2035-12-31,293
848,"Northwestern, Dien Bien City",3W8,..8,26,49,AS,,Asia/Ho_Chi_Minh,1900-01-01,2035-12-31,293
849,"Red River Delta, Hai Phong City",3W5,..5,26,49,AS,,Asia/Ho_Chi_Minh,1900-01-01,2035-12-31,293
850,"Red River Delta, Hanoi City",3W1,..[19],26,49,AS,,Asia/Ho_Chi_Minh,1900-01-01,2035-12-31,293
851,"South Central Coast, Hue City, Da Nang City, Hoi An City",3W3,..3,26,49,AS,,Asia/Ho_Chi_Minh,1900-01-01,2035-12-31,293
852,"South Central Coast, Nha Trang City",3W7,..7,26,49,AS,,Asia/Ho_Chi_Minh,1900-01-01,2035-12-31,293
853,"Southeastern, Ho Chi Minh City, Vung Tau City",3W2,..2,26,49,AS,,Asia/Ho_Chi_Minh,1900-01-01,2035-12-31,293
854,Buenos Aires,LU[0-9]A,..[0-9][A-C],13,14,SA,D,America/Argentina/Buenos_Aires,1900-01-01,2035-12-31,100
855,Baikonur,UN[0-9]S,UN[0-9]S,17,0,AS,,Asia/Almaty,1900-01-01,2035-12-31,130
856,Moscow City,UA3A,"[A-Z][0-9][ABC]|[A-Z][A-Z][0-9][ABC]",16,0,EU,MA,Europe/Moscow,1900-01-01,2035-12-31,54
857,St. Petersburg City,UA1A,"[A-Z][0-9][AB]|[A-Z][A-Z][0-9][AB]",16,29,EU,SP,Europe/Moscow,1900-01-01,2035-12-31,54
858,Sevastopol,UU9,UU[09],16,29,EU,SL,Europe/Simferopol,1900-01-01,2035-12-31,288
859,Kyiv city,UT[0-9]U,UT[0-9]U,16,29,EU,KV,Europe/Kiev,1900-01-01,2035-12-31,288
-1
